diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	NofSNPs	NofPmids
C0162672	MERRF Syndrome	disease	C16;C18;C05;C10	Disease or Syndrome	13	10
C0162674	Chronic progressive external ophthalmoplegia	disease	C23;C18;C11;C05;C10	Disease or Syndrome	13	11
C0162678	Neurofibromatoses	group	C16;C04;C10	Neoplastic Process	16	5
C0162701	Polysomnography	phenotype		Diagnostic Procedure	249	4
C0162739	HELLP Syndrome	disease	C13	Disease or Syndrome	10	8
C0162770	Right Ventricular Hypertrophy	disease	C23;C14	Disease or Syndrome	6	4
C0162809	Kallmann Syndrome	disease	C16;C13;C12;C19	Disease or Syndrome	30	17
C0162810	Cicatrix, Hypertrophic	disease	C23	Acquired Abnormality	3	3
C0162819	Skin Diseases, Vascular	group	C17	Disease or Syndrome	2	0
C0162820	Dermatitis, Allergic Contact	disease	C17;C20	Disease or Syndrome	1	1
C0162834	Hyperpigmentation	phenotype	C17	Pathologic Function	11	1
C0162835	Hypopigmentation disorder	disease	C17	Disease or Syndrome	15	7
C0162836	Hidradenitis Suppurativa	disease	C01;C17	Disease or Syndrome	2	2
C0162869	Aneurysm, Ruptured	disease	C14	Disease or Syndrome	1	1
C0162871	Aortic Aneurysm, Abdominal	disease	C14	Disease or Syndrome	90	55
C0162872	Aortic Aneurysm, Thoracic	disease	C14	Disease or Syndrome	60	2
C0175683	Citrullinemia	disease	C16;C18;C10	Disease or Syndrome	2	2
C0175692	Johanson-Blizzard syndrome	disease	C23;C16;C06;C17;C10;C19;F03;C09;F01	Disease or Syndrome	9	5
C0175693	Russell-Silver syndrome	disease	C16;C05	Disease or Syndrome	12	7
C0175694	Smith-Lemli-Opitz Syndrome	disease	C16;C18	Disease or Syndrome	96	82
C0175697	Van der Woude syndrome	disease	C23;C16;C04;C05;C07	Disease or Syndrome	9	6
C0175699	Saethre-Chotzen Syndrome	disease	C16;C05	Disease or Syndrome	33	23
C0175700	Multiple synostosis syndrome	disease	C05	Disease or Syndrome	2	1
C0175701	Aarskog syndrome	disease	C16;C05;C19;C14	Disease or Syndrome	24	12
C0175702	Williams Syndrome	disease	C16;C10;C14	Disease or Syndrome	6	4
C0175703	Thrombocytopenia-Absent Radius Syndrome	disease	C16;C05;C15	Disease or Syndrome	5	4
C0175704	LEOPARD Syndrome	disease	C16;C17;C05;C14	Disease or Syndrome	27	89
C0175707	Asplenia Syndrome	disease	C16;C15;C14	Disease or Syndrome	5	1
C0175708	Chronic rheumatic heart disease	disease	C01;C14	Disease or Syndrome	1	1
C0175709	Centronuclear myopathy	disease	C05;C10	Disease or Syndrome	13	6
C0175754	Agenesis of corpus callosum	disease	C23;C16;C10	Congenital Abnormality	45	18
C0175778	Larsen syndrome	disease	C16;C05	Disease or Syndrome	14	4
C0177804	Bone Mineral Density Test	phenotype		Diagnostic Procedure	314	16
C0178417	Anhedonia	disease	C23;C10;F01	Mental or Behavioral Dysfunction	7	7
C0178468	Autoimmune thyroid disease	disease	C20;C19	Disease or Syndrome	15	13
C0178664	Glomerulosclerosis (disorder)	disease	C13;C12;C14	Disease or Syndrome	3	3
C0178874	Tumor Progression	phenotype	C23	Neoplastic Process	72	78
C0184567	Acute onset pain	phenotype	C23	Sign or Symptom	6	4
C0200633	Neutrophil count (procedure)	phenotype		Laboratory Procedure	234	13
C0200635	Lymphocyte Count measurement	phenotype		Laboratory Procedure	456	6
C0200637	Monocyte count procedure	phenotype		Laboratory Procedure	296	10
C0200638	Eosinophil count procedure	phenotype		Laboratory Procedure	1144	7
C0200641	Blood basophil count (lab test)	phenotype		Laboratory Procedure	452	6
C0200665	Platelet mean volume determination (procedure)	phenotype		Laboratory Procedure	371	10
C0200695	Fetal hemoglobin determination	phenotype		Laboratory Procedure	220	8
C0201278	Antibody measurement (procedure)	group		Laboratory Procedure	8	3
C0201512	Thyroglobulin antibody measurement	phenotype		Laboratory Procedure	17	2
C0201534	Antiphospholipid antibodies measurement	phenotype		Laboratory Procedure	8	2
C0201544	Prostate specific antigen measurement	phenotype		Laboratory Procedure	95	8
C0201657	C-reactive protein measurement	phenotype		Laboratory Procedure	624	30
C0201660	Rheumatoid Factor Measurement	phenotype		Laboratory Procedure	1	1
C0201836	Alanine aminotransferase measurement	phenotype		Laboratory Procedure	77	16
C0201850	Alkaline phosphatase measurement	phenotype		Laboratory Procedure	79	11
C0201874	Amino acids measurement	group		Laboratory Procedure	92	5
C0201888	Angiotensin converting enzyme measurement	phenotype		Laboratory Procedure	1	1
C0201896	Arylsulfatase B measurement	phenotype		Laboratory Procedure	2	1
C0201899	Aspartate aminotransferase measurement	phenotype		Laboratory Procedure	76	11
C0201910	Beta-2-microglobulin measurement	phenotype		Laboratory Procedure	7	1
C0201925	Calcium measurement	phenotype		Laboratory Procedure	71	6
C0201929	Carbohydrate measurement	phenotype		Laboratory Procedure	1	1
C0201950	Cholesterol measurement test	phenotype		Laboratory Procedure	3	2
C0201952	Chloride measurement	phenotype		Laboratory Procedure	19	1
C0201968	Cortisol Measurement	phenotype		Laboratory Procedure	16	3
C0201973	Creatine kinase measurement	phenotype		Laboratory Procedure	51	4
C0201976	Creatinine measurement, serum (procedure)	phenotype		Laboratory Procedure	243	12
C0201983	Dehydroepiandrosterone sulfate measurement (procedure)	phenotype		Laboratory Procedure	27	3
C0202022	Follicle stimulating hormone measurement	phenotype		Laboratory Procedure	12	3
C0202025	Fructosamine measurement	phenotype		Laboratory Procedure	2	1
C0202035	Gamma glutamyl transferase measurement	phenotype		Laboratory Procedure	7	1
C0202071	Homovanillic acid measurement	phenotype		Laboratory Procedure	7	1
C0202075	17 Hydroxyprogesterone measurement	phenotype		Laboratory Procedure	19	1
C0202083	Immunoglobulin A measurement	phenotype		Laboratory Procedure	5	1
C0202098	Insulin measurement	phenotype		Laboratory Procedure	25	6
C0202100	Insulin C-peptide measurement	phenotype		Laboratory Procedure	7	2
C0202105	Transferrin measurement	phenotype		Laboratory Procedure	10	3
C0202115	Lactic acid measurement	phenotype		Laboratory Procedure	2	1
C0202117	Low density lipoprotein cholesterol measurement	phenotype		Laboratory Procedure	1142	64
C0202123	Luteinizing hormone measurement	phenotype		Laboratory Procedure	5	2
C0202159	Parathyroid hormone measurement	phenotype		Laboratory Procedure	15	2
C0202171	Phosphatidylinositol measurement	phenotype		Laboratory Procedure	6	1
C0202174	blood phenylalanine measurement by Guthrie microbiologic assay	phenotype		Laboratory Procedure	7	2
C0202177	Phospholipid measurement	phenotype		Laboratory Procedure	306	5
C0202178	Phosphorus measurement	phenotype		Laboratory Procedure	17	2
C0202194	Potassium measurement	phenotype		Laboratory Procedure	28	2
C0202202	Protein measurement	group		Laboratory Procedure	422	7
C0202217	Serotonin measurement	phenotype		Laboratory Procedure	1	1
C0202218	Sex hormone binding globulin measurement	phenotype		Laboratory Procedure	21	4
C0202230	Thyroid stimulating hormone measurement	phenotype		Laboratory Procedure	83	12
C0202231	Thyroxine measurement	phenotype		Laboratory Procedure	42	8
C0202236	Triglycerides measurement	phenotype		Laboratory Procedure	1418	71
C0202239	Uric acid measurement (procedure)	phenotype		Laboratory Procedure	1463	40
C0202251	Vitamin B6 measurement	phenotype		Laboratory Procedure	11	6
C0202252	VITAMIN B12 MEASUREMENT	phenotype		Laboratory Procedure	22	7
C0202363	Cotinine measurement	phenotype		Laboratory Procedure	2	1
C0202455	Platinum measurement	phenotype		Laboratory Procedure	7	1
C0203860	Imaging of brain	phenotype		Diagnostic Procedure	2	1
C0205645	Adenocarcinoma, Tubular	disease	C04	Neoplastic Process	3	2
C0205647	Follicular adenoma	disease	C04	Neoplastic Process	5	8
C0205682	Waist-Hip Ratio	phenotype		Organism Attribute	1138	16
C0205696	Anaplastic carcinoma	disease	C04	Neoplastic Process	3	4
C0205697	Carcinoma, Spindle-Cell	disease	C04	Neoplastic Process	5	2
C0205698	Undifferentiated carcinoma	disease	C04	Neoplastic Process	8	11
C0205699	Carcinomatosis	phenotype	C04	Neoplastic Process	2	1
C0205700	Asymmetric Septal Hypertrophy	disease	C23;C16;C14	Disease or Syndrome	7	3
C0205710	Alpers Syndrome (disorder)	disease	C20;C10	Disease or Syndrome	128	95
C0205711	Pelizaeus-Merzbacher Disease	disease	C16;C18;C10	Disease or Syndrome	30	25
C0205713	Roussy-Levy Syndrome (disorder)	disease	C16;C10	Disease or Syndrome	5	1
C0205734	Diabetes, Autoimmune	disease	C18;C20;C19	Disease or Syndrome	4	6
C0205748	Dysplastic Nevus	disease	C16;C04	Neoplastic Process	7	4
C0205768	Subependymal Giant Cell Astrocytoma	disease	C04	Neoplastic Process	2	1
C0205770	Choroid Plexus Papilloma	disease	C04;C10	Neoplastic Process	17	8
C0205788	Histiocytoid hemangioma	disease	C04	Neoplastic Process	1	1
C0205851	Germ cell tumor	disease	C04	Neoplastic Process	5	4
C0205858	General Paralysis	disease	C01;C10	Disease or Syndrome	3	2
C0205898	pineoblastoma	disease	C04;C10	Neoplastic Process	6	0
C0205945	Sarcoma, Spindle Cell	disease	C04	Neoplastic Process	2	1
C0205969	Thymic Carcinoma	disease	C04;C15	Neoplastic Process	8	3
C0206042	Fatal Familial Insomnia	disease	C01;C10	Disease or Syndrome	16	44
C0206061	Pneumonia, Interstitial	disease	C08	Disease or Syndrome	9	5
C0206062	Lung Diseases, Interstitial	group	C08	Disease or Syndrome	144	32
C0206064	Microvascular Angina	disease	C14	Disease or Syndrome	10	6
C0206081	Hyperandrogenism	disease	C16;C13;C12;C19	Disease or Syndrome	24	18
C0206115	WAGR Syndrome	disease	C16;C04;C13;C11;C12;C10;C19	Disease or Syndrome	11	5
C0206138	CREST Syndrome	disease	C06;C18;C17;C14	Disease or Syndrome	6	2
C0206139	Lichen Planus, Oral	disease	C17;C07	Disease or Syndrome	20	11
C0206141	Idiopathic Hypereosinophilic Syndrome	disease	C15	Disease or Syndrome	5	5
C0206142	Eosinophilic leukemia	disease	C15	Neoplastic Process	2	1
C0206157	Myopathies, Nemaline	disease	C05;C10	Disease or Syndrome	42	29
C0206160	Reticulocytosis	phenotype	C23	Finding	1	0
C0206161	Reticulocyte count (procedure)	phenotype		Laboratory Procedure	474	1
C0206172	Diabetic Foot	disease	C17;C19;C14	Disease or Syndrome	13	5
C0206178	Cytomegalovirus Retinitis	disease	C01;C11	Disease or Syndrome	3	2
C0206180	Ki-1+ Anaplastic Large Cell Lymphoma	disease	C04;C20;C15	Neoplastic Process	10	5
C0206245	Amyloid Neuropathies, Familial	group	C16;C18;C10	Disease or Syndrome	16	57
C0206247	Amyloid Neuropathies	disease	C18;C10	Disease or Syndrome	3	5
C0206307	Canavan Disease	disease	C16;C18;C10	Disease or Syndrome	65	50
C0206368	Exfoliation Syndrome	disease	C11	Disease or Syndrome	74	66
C0206526	Tuberculosis, Multidrug-Resistant	disease	C01	Disease or Syndrome	8	4
C0206586	Endolymphatic Hydrops	disease	C09	Disease or Syndrome	1	1
C0206619	Lymphatic Vessel Tumors	group	C04	Neoplastic Process	2	0
C0206620	Lymphangioma, Cystic	disease	C04	Neoplastic Process	1	0
C0206623	Adenosquamous carcinoma	disease	C04	Neoplastic Process	3	3
C0206624	Hepatoblastoma	disease	C04	Neoplastic Process	22	8
C0206630	Endometrial Stromal Sarcoma	disease	C04;C13	Neoplastic Process	1	1
C0206633	Angiomyolipoma	disease	C04	Neoplastic Process	1	1
C0206634	Liposarcoma, Myxoid	disease	C04	Neoplastic Process	4	1
C0206635	Myelolipoma	disease	C04	Neoplastic Process	1	1
C0206638	Giant Cell Tumor of Bone	disease	C04	Neoplastic Process	3	2
C0206641	Osteochondromatosis	disease	C04;C05	Neoplastic Process	1	1
C0206648	Myofibromatosis	disease	C04	Neoplastic Process	7	5
C0206650	Fibroadenoma	disease	C04	Neoplastic Process	1	1
C0206651	Clear Cell Sarcoma of Soft Tissue	disease	C04	Neoplastic Process	2	2
C0206655	Alveolar rhabdomyosarcoma	disease	C04	Neoplastic Process	1	1
C0206656	Embryonal Rhabdomyosarcoma	disease	C04	Neoplastic Process	8	4
C0206660	Germinoma	disease	C04	Neoplastic Process	2	1
C0206661	Gonadoblastoma	disease	C16;C04;C13;C12;C19	Neoplastic Process	2	2
C0206663	Neuroectodermal Tumor, Primitive	disease	C04	Neoplastic Process	6	4
C0206664	Teratocarcinoma	disease	C04	Neoplastic Process	1	1
C0206667	Adrenal Cortical Adenoma	disease	C04;C19	Neoplastic Process	9	8
C0206669	Hepatocellular Adenoma	disease	C06;C04	Neoplastic Process	7	5
C0206674	Adenoma, Villous	disease	C04	Neoplastic Process	2	1
C0206677	Adenomatous Polyps	disease	C04	Neoplastic Process	20	15
C0206681	Adenocarcinoma, Clear Cell	disease	C04	Neoplastic Process	6	2
C0206682	Follicular thyroid carcinoma	disease	C04	Neoplastic Process	28	20
C0206683	Papillary and follicular adenocarcinoma	disease	C04	Neoplastic Process	2	1
C0206684	Sebaceous Adenocarcinoma	disease	C04	Neoplastic Process	2	1
C0206686	Adrenocortical carcinoma	disease	C04;C19	Neoplastic Process	46	18
C0206687	Carcinoma, Endometrioid	disease	C04;C13;C19	Neoplastic Process	12	6
C0206692	Carcinoma, Lobular	disease	C04;C17	Neoplastic Process	1	1
C0206693	Medullary carcinoma	disease	C04	Neoplastic Process	2	2
C0206694	Mucoepidermoid Carcinoma	disease	C04	Neoplastic Process	6	3
C0206695	Carcinoma, Neuroendocrine	disease	C04	Neoplastic Process	7	4
C0206696	Carcinoma, Signet Ring Cell	disease	C04	Neoplastic Process	6	3
C0206698	Cholangiocarcinoma	disease	C04	Neoplastic Process	43	33
C0206701	Cystadenocarcinoma, Serous	disease	C04	Neoplastic Process	1	1
C0206704	Carcinoma, Large Cell	disease	C04	Neoplastic Process	6	3
C0206708	Cervical Intraepithelial Neoplasia	disease	C04	Neoplastic Process	29	19
C0206709	Cystadenoma, Serous	disease	C04	Neoplastic Process	2	1
C0206710	Basal Cell Neoplasm	disease	C04	Neoplastic Process	109	10
C0206711	Pilomatrixoma	disease	C04	Neoplastic Process	14	9
C0206715	Neoplasms, Neuroepithelial	group	C04	Neoplastic Process	5	4
C0206716	Ganglioglioma	disease	C04	Neoplastic Process	7	30
C0206721	Inverted Papilloma	disease	C04	Neoplastic Process	1	1
C0206723	Sertoli-Leydig Cell Tumor	disease	C04;C13;C12;C19	Neoplastic Process	1	1
C0206724	Sex Cord-Stromal Tumor	disease	C04	Neoplastic Process	3	1
C0206726	gliosarcoma	disease	C04	Neoplastic Process	5	2
C0206728	Plexiform Neurofibroma	disease	C04;C10	Neoplastic Process	5	2
C0206729	Neurofibrosarcoma	disease	C04;C10	Neoplastic Process	13	1
C0206731	Angiofibroma	disease	C04	Neoplastic Process	1	0
C0206732	Epithelioid hemangioendothelioma	disease	C04	Neoplastic Process	4	1
C0206733	Strawberry nevus of skin	disease	C04	Neoplastic Process	10	3
C0206734	Hemangioblastoma	disease	C04	Neoplastic Process	9	6
C0206735	Melanoma, Amelanotic	disease	C04	Neoplastic Process	2	1
C0206736	Nevus, Blue	disease	C04	Neoplastic Process	1	1
C0206737	Nevus, Intradermal	disease	C04	Neoplastic Process	1	1
C0206740	Calcifying Odontogenic Cyst	disease	C04;C05;C07	Anatomical Abnormality	1	1
C0206754	Neuroendocrine Tumors	group	C04	Neoplastic Process	20	7
C0206762	Limb Deformities, Congenital	group	C16;C05	Congenital Abnormality	4	2
C0206769	Nevi and Melanomas	group	C04	Neoplastic Process	3	1
C0220597	Adult Hodgkin Lymphoma	disease	C04;C20;C15	Neoplastic Process	27	23
C0220603	Childhood Brain Neoplasm	disease	C04;C10	Neoplastic Process	1	1
C0220605	Adult Non-Hodgkin Lymphoma	disease	C04;C20;C15	Neoplastic Process	39	30
C0220611	Childhood Rhabdomyosarcoma	disease	C04	Neoplastic Process	12	11
C0220612	Childhood Non-Hodgkin Lymphoma	disease	C04;C20;C15	Neoplastic Process	39	30
C0220613	Adult Soft Tissue Sarcoma	disease		Neoplastic Process	3	2
C0220615	Adult Acute Myeloblastic Leukemia	disease	C04	Neoplastic Process	3	4
C0220620	Gastrointestinal Carcinoid Tumor	disease	C06;C04;C19	Neoplastic Process	13	18
C0220621	Childhood Acute Myeloid Leukemia	disease	C04	Neoplastic Process	6	6
C0220630	Adult Liver Carcinoma	disease	C06;C04	Neoplastic Process	72	50
C0220633	Uveal melanoma	disease	C04;C11	Neoplastic Process	22	20
C0220641	Lip and Oral Cavity Carcinoma	disease	C04;C07	Neoplastic Process	172	107
C0220644	Childhood Hodgkin Lymphoma	disease	C04;C20;C15	Neoplastic Process	29	23
C0220645	Childhood Soft Tissue Sarcoma	disease		Neoplastic Process	3	2
C0220650	Metastatic malignant neoplasm to brain	disease	C23;C04;C10	Neoplastic Process	28	33
C0220654	Meningeal Carcinomatosis	disease	C04;C10	Neoplastic Process	1	2
C0220658	Pfeiffer Syndrome	disease	C16;C05	Disease or Syndrome	36	50
C0220659	Acrodysostosis	disease	C23;C16;C05;C10;F03;F01	Disease or Syndrome	6	4
C0220662	ARTHROGRYPOSIS, DISTAL, TYPE 1	disease	C16;C05	Disease or Syndrome; Congenital Abnormality	10	14
C0220663	BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS (disorder)	disease	C16;C13;C11;C17;C12	Disease or Syndrome	92	13
C0220664	BRACHYDACTYLY, TYPE D	disease	C16;C05	Congenital Abnormality	2	1
C0220666	ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA	disease	C16;C05;C07	Disease or Syndrome	3	1
C0220668	Congenital contractural arachnodactyly	disease	C16;C05	Congenital Abnormality	48	31
C0220669	Familial benign neonatal epilepsy	disease	C16;C10	Disease or Syndrome	13	9
C0220685	Achondrogenesis type 2	disease	C16;C05	Congenital Abnormality	14	9
C0220687	KBG syndrome	disease	C23;C16;C05;C10;F03;C07;F01	Disease or Syndrome	46	5
C0220697	POLYDACTYLY, POSTAXIAL	disease	C16;C05	Disease or Syndrome	7	1
C0220701	RETINITIS PIGMENTOSA 1	disease	C16;C11	Disease or Syndrome	21	10
C0220704	Shprintzen syndrome	disease	C16;C05;C19;C15;C14	Disease or Syndrome	3	6
C0220710	Medium-chain acyl-coenzyme A dehydrogenase deficiency	disease	C16;C18	Disease or Syndrome	114	105
C0220721	CATARACT 46, JUVENILE-ONSET	disease		Disease or Syndrome	1	1
C0220722	Cerebrooculofacioskeletal Syndrome 1	disease	C16;C18;C05;C10	Congenital Abnormality	58	12
C0220724	CONSTRICTING BANDS, CONGENITAL	disease	C16	Congenital Abnormality	1	1
C0220726	Diastrophic dysplasia	disease	C16;C05;C19	Disease or Syndrome	63	28
C0220743	Childhood hypophosphatasia (disorder)	disease	C16;C18	Disease or Syndrome; Congenital Abnormality	17	7
C0220744	Multiple gastrointestinal atresias (disorder)	disease	C16;C06	Congenital Abnormality	23	9
C0220748	Cartilage-hair hypoplasia	disease	C16;C06;C05;C20	Disease or Syndrome; Congenital Abnormality	77	33
C0220754	Biotinidase Deficiency	disease	C16;C18	Disease or Syndrome	187	78
C0220756	Niemann-Pick Disease, Type C	disease	C16;C18;C10;C15	Disease or Syndrome	33	40
C0220766	Congenital hypoplasia of adrenal gland	disease	C16;C19	Congenital Abnormality	13	21
C0220767	Craniofrontonasal dysplasia	disease	C16;C05	Disease or Syndrome	18	3
C0220769	FG syndrome	disease	C23;C16;C06;C10	Disease or Syndrome	12	8
C0220810	Congenital defects	group		Congenital Abnormality	6	8
C0220870	Lightheadedness	phenotype	C23	Sign or Symptom	1	1
C0220982	Ketoacidosis	phenotype	C18	Pathologic Function	26	1
C0220983	Metabolic alkalosis	disease	C18	Disease or Syndrome	5	4
C0220989	Acquired partial lipodystrophy	disease	C18;C17	Disease or Syndrome	1	0
C0220991	Rotor Syndrome	disease	C16;C18	Disease or Syndrome	2	3
C0220992	Histidinemia	phenotype	C16;C18	Disease or Syndrome	4	1
C0220993	Cystathioninuria	phenotype	C16;C18	Disease or Syndrome	4	6
C0220994	Hyperammonemia	phenotype	C23	Disease or Syndrome	8	6
C0221002	Hyperparathyroidism, Primary	disease	C19	Disease or Syndrome	39	21
C0221005	Mauriac's syndrome	disease	C23;C16;C06;C18;C05;C19	Disease or Syndrome	2	1
C0221013	Mastocytosis, Systemic	disease	C04;C20	Neoplastic Process	11	83
C0221014	Reactive systemic amyloidosis	disease	C18;C17	Disease or Syndrome	11	12
C0221018	Hereditary sideroblastic anemia	disease	C18;C15	Disease or Syndrome	1	1
C0221023	Cyclic neutropenia	disease	C15	Disease or Syndrome	14	15
C0221026	X-linked agammaglobulinemia	disease	C16;C20;C15	Disease or Syndrome	69	36
C0221028	Neonatal thrombocytopenia (disorder)	disease	C15;C14	Disease or Syndrome	2	2
